bin	address	file_date	job_num	doc_num	job type	job_status	status_date	lic_num	applicant	in audit	zoning	details 
1060772	2697    8 AVENUE MANHATTAN	03/26/2010	120304456	01	A2	P APPROVED	07/28/2010	0076501 PE	LEE		NOT APPLICABLE	" 
		
			 RENOVATION OF A EXISTING STORE.INSTALL OF NEW FLOORING AND (2) ELECTRONIC
		  
		
			 Work on Floor(s): 001
"
1060772	2697    8 AVENUE MANHATTAN	04/18/2007	104677663	02	A3	P APPROVED	05/14/2007	0020478 RA	LEDER-LU		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 1
"
1060772	2697    8 AVENUE MANHATTAN	02/12/2007	104677663	01	A3	X SIGNED OFF	09/16/2008	0020478 RA	LEDER-LU		NOT APPLICABLE	" 
		
			 TEMPORY SIDEWALK SHED ERECT 25'OF HEAVYDUTY SIDEWALK SHED FOR FACADE
		  
		
			 Work on Floor(s): 1
"
1060772	2697    8 AVENUE MANHATTAN	06/09/2005	103505841	08	A1	P APPROVED	06/09/2005	0017739 RA	SCARANO		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL                      001 thru 005
"
1060772	2697    8 AVENUE MANHATTAN	05/19/2005	103505841	07	A1	P APPROVED	05/20/2005	0017739 RA	SCARANO		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL                      001 thru 005
"
1060772	2697    8 AVENUE MANHATTAN	04/14/2005	103505841	06	A1	P APPROVED	04/19/2005	0017739 RA	SCARANO		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL                      001 thru 005
"
1060772	2697    8 AVENUE MANHATTAN	02/18/2005	103505841	05	A1	P APPROVED	02/23/2005	0017739 RA	SCARANO		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL                      001 thru 005
"
1060772	2697    8 AVENUE MANHATTAN	12/15/2004	103505841	04	A1	P APPROVED	12/16/2004	0017739 RA	SCARANO		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL                      001 thru 005
"
1060772	2697    8 AVENUE MANHATTAN	11/01/2004	103505841	03	A1	P APPROVED	11/10/2004	0017739 RA	SCARANO		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL                      001 thru 005
"
1060772	2697    8 AVENUE MANHATTAN	08/09/2004	103505841	02	A1	P APPROVED	08/12/2004	0017739 RA	SCARANO		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL                      001 thru 005
"
1060772	2697    8 AVENUE MANHATTAN	08/28/2003	103552040	01	A3	X SIGNED OFF	10/04/2008		O'FARREL		NOT APPLICABLE	" 
		
			 INSTALLATION OF HEAVY DUTY SIDEWALK BRID GE 50', DURING FACADE REPAIR. N
		  
		
			 Work on Floor(s): GRD
"
1060772	2697    8 AVENUE MANHATTAN	07/03/2003	103505841	01	A1	X SIGNED OFF	08/02/2005	0017739 RA	SCARANO		NOT APPLICABLE	" 
		
			 PROPOSED GUT RENOVATION OF EXISTING OLD LAW TENEMENT BUILDING INCLUDING TH
		  
		
			 Work on Floor(s): CEL                      001 thru 005
"
1060772	2697    8 AVENUE MANHATTAN	04/09/2003	103432634	01	A2	X SIGNED OFF	11/26/2003	0062079 PE	Ferraro		NOT APPLICABLE	" 
		
			 Repair masonry building facade as shown on plans.  No changes to uses, egr
		  
		
			 Work on Floor(s): 001
"
1060772	2697    8 AVENUE MANHATTAN	11/12/1997	101619367	01	A2	X SIGNED OFF	01/08/1998	0056692 PE	MOHAMMAD		NOT APPLICABLE	" 
		
			 HPD OMO # 9806223; PROVIDE APPROX. 430 L.F OF SHORING AS PER PLANS
		"
1059753	525 WEST  134 STREET MANHATTAN	06/21/2007	103811341	05	A1	P APPROVED	06/21/2007	0076460 PE	GRESBSKI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): BAS                      001 thru 005
"
1059753	525 WEST  134 STREET MANHATTAN	06/15/2007	103811341	04	A1	P APPROVED	06/20/2007	0076460 PE	GRESBSKI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): BAS                      001 thru 005
"
1059753	525 WEST  134 STREET MANHATTAN	05/23/2007	103811341	03	A1	P APPROVED	05/31/2007	0076460 PE	GRESBSKI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): BAS                      001 thru 005
"
1059753	525 WEST  134 STREET MANHATTAN	01/08/2007	103811341	02	A1	P APPROVED	01/30/2007	0076460 PE	GRESBSKI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): BAS                      001 thru 005
"
1059753	525 WEST  134 STREET MANHATTAN	12/06/2005	104297627	01	A3	X SIGNED OFF	04/23/2007	OT	Singh		NOT APPLICABLE	" 
		
			 Installation of 60 linear feet of light duty sidewalk shed for waterproofi
		  
		
			 Work on Floor(s): 001
"
1059753	525 WEST  134 STREET MANHATTAN	07/09/2004	103811341	01	A1	X SIGNED OFF	06/28/2007	0076460 PE	GRESBSKI		NOT APPLICABLE	" 
		
			 SUBSTANTIAL REHABILTIATION NEW KITCHENS BATHROOMS FINISHERS STAIRS WINDO
		  
		
			 Work on Floor(s): BAS                      001 thru 005
"
1059753	525 WEST  134 STREET MANHATTAN	07/30/1998	101889191	01	A3	R PERMIT-ENTIRE	08/07/1998	0620791 PE	FERRARO		NOT APPLICABLE	" 
		
			 JOB WITHDRAWN 04/27/2007 REBUILD PARAPET WALL 67' L.F.   NO CHANGES TO USE
		  
		
			 Work on Floor(s): ROF
"
1059753	525 WEST  134 STREET MANHATTAN	06/10/1998	101802578	01	A3	R PERMIT-ENTIRE	07/01/1998	0063942 PE	QUINN		NOT APPLICABLE	" 
		
			 JOB WITHDRAWN 04/27/2007 REPLACE DAMAGED STEPS & PLATFORMS & HANDRAILING W
		"
1061398	733 ST NICHOLAS AVENUE MANHATTAN	08/26/2016	110473167	05	A1	G PAA FEE DUE	08/26/2016		MONTAG		NOT APPLICABLE	" 
		
			 DOC WITHDRAWN 08/30/2016
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1061398	733 ST NICHOLAS AVENUE MANHATTAN	08/24/2016	110473167	04	A1	P APPROVED	08/24/2016		MONTAG		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1061398	733 ST NICHOLAS AVENUE MANHATTAN	01/25/2016	110473167	03	A1	P APPROVED	02/03/2016		MONTAG		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1061398	733 ST NICHOLAS AVENUE MANHATTAN	08/16/2011	110473167	02	A1	P APPROVED	08/18/2011		MONTAG		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1061398	733 ST NICHOLAS AVENUE MANHATTAN	03/06/2009	110473167	01	A1	X SIGNED OFF	09/29/2016	0024564 RA	MONTAG		NOT APPLICABLE	" 
		
			 REPAIR & REPLACE FIRE DAMAGED INTERIOR PARTITIONS AND WINDOWS THROUGHOUT T
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1061398	733 ST NICHOLAS AVENUE MANHATTAN	12/05/2000	101495071	03	A1	J P/E DISAPPROVED	12/08/2000	0015310 RA	COOPER L		NOT APPLICABLE	" 
		
			 DOC WITHDRAWN 05/29/2001
		  
		
			 Work on Floor(s): CEL,BAS                  001 thru 004
"
1061398	733 ST NICHOLAS AVENUE MANHATTAN	04/12/2000	101495071	02	A1	G PAA FEE DUE	04/12/2000	0015310 RA	COOPER L		NOT APPLICABLE	" 
		
			 DOC WITHDRAWN 07/11/2001
		  
		
			 Work on Floor(s): CEL,BAS                  001 thru 004
"
1061398	733 ST NICHOLAS AVENUE MANHATTAN	03/18/1997	101495071	01	A1	X SIGNED OFF	04/03/2003	0015310 RA	LAWRENCE		NOT APPLICABLE	" 
		
			 REHAB. INTERIOR DEMO NEW PARTITIONS, CEILING, PL., & HEATING WORK.
		"
1058542	208 WEST  122 STREET MANHATTAN	10/31/2016	122167181	04	A2	P APPROVED	11/04/2016		PARIKH		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,OSP,ROF          001 thru 003
"
1058542	208 WEST  122 STREET MANHATTAN	08/12/2016	140534143	01	A3	R PERMIT-ENTIRE	08/15/2016	0035839 RA	O'CONNOR		NOT APPLICABLE	" 
		
			 PROPOSED INSTALLATION OF PIPE SCAFFOLD FOR REMEDIAL REPAIRS AS PER PLANS.
		  
		
			 Work on Floor(s): OSP
"
1058542	208 WEST  122 STREET MANHATTAN	06/09/2016	122167181	03	A2	P APPROVED	06/10/2016		PARIKH		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,OSP,ROF          001 thru 003
"
1058542	208 WEST  122 STREET MANHATTAN	04/13/2016	122169349	02	A1	P APPROVED	06/20/2016		PARIKH		GRANTED 03/12/2015	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,ROF,OSP          001 thru 003
"
1058542	208 WEST  122 STREET MANHATTAN	06/29/2015	122167181	02	A2	P APPROVED	07/01/2015		PARIKH		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,OSP,ROF          001 thru 003
"
1058542	208 WEST  122 STREET MANHATTAN	11/13/2014	122169349	01	A1	R PERMIT-ENTIRE	11/06/2017	0051224 PE	PARIKH		GRANTED 03/12/2015	" 
		
			 CREATE 2ND FLOOR EXTENSION AT REAR.
		  
		
			 Work on Floor(s): CEL,BAS,ROF,OSP          001 thru 003
"
1058542	208 WEST  122 STREET MANHATTAN	10/20/2014	122167181	01	A2	R PERMIT-ENTIRE	11/08/2017	0051224 PE	PARIKH		NOT APPLICABLE	" 
		
			 REPLACE EXISTING KITCHEN WITH NEW. RELOCATE & REPLACE SEVERAL PLUMBING FIX
		  
		
			 Work on Floor(s): CEL,BAS,OSP,ROF          001 thru 003
"
1058542	208 WEST  122 STREET MANHATTAN	08/04/2005	103309652	06	A1	P APPROVED	08/08/2005	0012068 RA	Romain		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1058542	208 WEST  122 STREET MANHATTAN	12/20/2004	103309652	05	A1	P APPROVED	12/20/2004	0012068 RA	Romain		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1058542	208 WEST  122 STREET MANHATTAN	11/29/2004	103309652	04	A1	P APPROVED	11/30/2004	0012068 RA	Romain		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1058542	208 WEST  122 STREET MANHATTAN	10/06/2004	103309652	03	A1	P APPROVED	10/08/2004	0012068 RA	Romain		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1058542	208 WEST  122 STREET MANHATTAN	08/16/2004	103309652	02	A1	P APPROVED	08/24/2004	0012068 RA	Romain		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1058542	208 WEST  122 STREET MANHATTAN	11/08/2002	103309652	01	A1	X SIGNED OFF	10/13/2005	0012068 RA	Romain		NOT APPLICABLE	" 
		
			 Rehabilitation and conversion of Class ""B"" Rooms to Class ""A"" Apartments,
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1058542	208 WEST  122 STREET MANHATTAN	08/11/1998	101936078	01	A3	R PERMIT-ENTIRE	08/18/1998	OT	SINGH		NOT APPLICABLE	" 
		
			 HPD PROJECT; CONSTRUCTION OF 20 LF SIDEWALK SHED AS PER PLANS FILED HEREWI
		"
1056994	521 WEST  112 STREET MANHATTAN	07/13/2016	122827619	01	A2	X SIGNED OFF	01/24/2017	0015046 RA	SCHIMENT		NOT APPLICABLE	" 
		
			 INTERIOR RENOVATION TO APT.#83 ON 8TH FLOOR. REPAIR PARTITIONS & DOORS AS
		  
		
			 Work on Floor(s): 008
"
1056994	521 WEST  112 STREET MANHATTAN	11/13/2012	121505889	01	A2	X SIGNED OFF	08/20/2013	0014625 RA	MAY		NOT APPLICABLE	" 
		
			 EXTERIOR FACADE REPAIRS RELATED TO LL 11/98 AS PER PLAN FILLED.
		  
		
			 Work on Floor(s): FAC
"
1056994	521 WEST  112 STREET MANHATTAN	07/31/2012	120770736	02	A2	P APPROVED	08/02/2012		RUDIKOFF		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01 INSTALL NEW GAS SERVICE, GAS METER AND GAS
		  
		
			 Work on Floor(s): CEL
"
1056994	521 WEST  112 STREET MANHATTAN	08/04/2011	120770736	01	A2	X SIGNED OFF	11/29/2012	0050579 PE	RUDIKOFF		NOT APPLICABLE	" 
		
			 INSTALL NEW GAS SERVICE, GAS METER AND GAS PIPING AND CONNECT TO EXISTING
		  
		
			 Work on Floor(s): CEL
"
1056994	521 WEST  112 STREET MANHATTAN		120537632	01	A2	A PRE-FILED	11/19/2010	0065403 PE	GERMAIN		NOT APPLICABLE	" 
		
			 INSTALL NEW HIGH PRESSURE GAS SERVICE AS PER CON ED. INSTALL NEW GAS METER
		  
		
			 Work on Floor(s): OSP,CEL
"
1056994	521 WEST  112 STREET MANHATTAN	05/20/2008	110171616	01	A2	X SIGNED OFF	03/06/2015	0015046 RA	SCHIMENT		NOT APPLICABLE	" 
		
			 PROPOSED TO REMOVE FIRE HOSES ON THE TYPICAL FLOORS AND PROVIDE NEW LOBBY
		  
		
			 Work on Floor(s):                          001 thru 008
"
1056994	521 WEST  112 STREET MANHATTAN	12/11/2007	110054486	01	A2	X SIGNED OFF	03/09/2015	0015046 RA	SCHIMENT		NOT APPLICABLE	" 
		
			 PROPOSED INTERIOR RENOVATION TO APARTMENT #61 ON 6TH FL. NEW KITCHEN CAB
		  
		
			 Work on Floor(s): 006
"
1056994	521 WEST  112 STREET MANHATTAN	09/17/2007	104887767	01	A2	X SIGNED OFF	12/18/2014	0015046 RA	SCHIMENT		NOT APPLICABLE	" 
		
			 PROPOSE INTERIOR RENOVATION TO APARTMENT# 71 ON 7TH FL. NEW KITCHEN CABI
		  
		
			 Work on Floor(s): 7TH
"
1056994	521 WEST  112 STREET MANHATTAN	12/01/2006	104616060	01	A2	R PERMIT-ENTIRE	07/03/2007	0061833 PE	LAVINE		NOT APPLICABLE	" 
		
			 LL11 CYCLE 6 REPAIRSREPLACE STEEL WINDOW LINTELS AND
		  
		
			 Work on Floor(s):                          001 thru 008
"
1056994	521 WEST  112 STREET MANHATTAN	09/08/2006	104530553	01	A3	R PERMIT-ENTIRE	09/20/2006	0061354 PE	Monaco		NOT APPLICABLE	" 
		
			 INSTALLATION OF HEAVY DUTY SIDEWALK SHED 70 LINEAR FEET DURING FACADE REPA
		  
		
			 Work on Floor(s): 001
"
1056994	521 WEST  112 STREET MANHATTAN	07/14/2006	104491505	01	A3	X SIGNED OFF	12/07/2012	OT	DEL MAST		NOT APPLICABLE	" 
		
			 INSTALLATION OF A HEAVY DUTY SHED 70' DURING FACADE REPAIR. NO CHANGE IN U
		  
		
			 Work on Floor(s): 001
"
1056994	521 WEST  112 STREET MANHATTAN	10/18/2005	104263734	01	A2	R PERMIT-ENTIRE	10/23/2007	0015046 RA	SCHIMENT		NOT APPLICABLE	" 
		
			 PROPOSED INTERIOR RENOVATION TO APARTMEN#32 ON 3RD FLOOR. NEW KITCHEN
		  
		
			 Work on Floor(s): 3
"
1056994	521 WEST  112 STREET MANHATTAN	02/01/2001	102959489	01	A3	R PERMIT-ENTIRE	02/07/2001		BUTTNER		NOT APPLICABLE	" 
		
			 INSTALLATION OF A HEVY DUTY SHED 75' DURING FACADE REPAIR
		  
		
			 Work on Floor(s): GRD
"
1056994	521 WEST  112 STREET MANHATTAN	04/27/2000	102893031	01	A3	R PERMIT-ENTIRE	05/11/2000		MANUSZAK		NOT APPLICABLE	" 
		
			 INSTALLATION OF HEAVY DUTY SHED. 16'LONG DURING FACADE INSPECTION. SHED
		  
		
			 Work on Floor(s): GRD
"
1056994	521 WEST  112 STREET MANHATTAN	08/07/1995	101123810	01	A2	R PERMIT-ENTIRE	09/28/1995	0046307 PE	SANCHEZ		NOT APPLICABLE	" 
		
			 ENTRANCE REPAIRS. NO CHANTE TO USE, EGRE SS OR OCCUPANCY
		  
		
			 Work on Floor(s): 1
"
1056994	521 WEST  112 STREET MANHATTAN	07/13/1995	101094637	01	A2	R PERMIT-ENTIRE	07/21/1995	0047135 PE	GERMAIN		NOT APPLICABLE	" 
		
			 REPLACEMENT (1) NEW L.P. BOILER AND REUS E EXISTING BURNER, NO CHANGE IN
		  
		
			 Work on Floor(s): BAS
"
1056994	521 WEST  112 STREET MANHATTAN	01/09/1995	100965234	01	A2	R PERMIT-ENTIRE	01/23/1995	0047135 PE	GERMAIN		NOT APPLICABLE	" 
		
			 REPLACE (1) #6 OIL BURNER ON EXISTING L.P. STEAM BOILER.
		"
1059035	405 MANHATTAN AVENUE MANHATTAN	03/28/1996	101279162	01	A2	R PERMIT-ENTIRE	04/03/1996	0012885 RA	TURNER		NOT APPLICABLE	" 
		
			 FILED IN CONJ WITH ALT#100801946. TO REM OVE THE FUEL STORAGE. NO WORK
		  
		
			 Work on Floor(s): BAS
"
1059035	405 MANHATTAN AVENUE MANHATTAN	01/16/1996	100801946	02	A1	P APPROVED	04/02/1996	0056692 PE	MOHAMMAD		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): BNM,1FL,2FL,3FL,ROF
"
1059035	405 MANHATTAN AVENUE MANHATTAN	10/17/1995	101131268	01	A2	X SIGNED OFF	05/06/1996	0020381 RA	GROSS		NOT APPLICABLE	" 
		
			 SPR. INSTALLATION FILED IN CONJ. WITH ALT 1 APPLIC.  100801946
		  
		
			 Work on Floor(s): BAS,ROF                  001 thru 003
"
1059035	405 MANHATTAN AVENUE MANHATTAN	04/28/1994	100801946	01	A1	X SIGNED OFF	04/15/1996	0056692 PE	MOHAMMAD		NOT APPLICABLE	" 
		
			 CONVERSION OF EXISTING 1 FAMILY DWELLING TO 3 FAMILY DWELLING. RENOVATIO
		"
1059140	492 MANHATTAN AVENUE MANHATTAN	11/04/2014	140274726	01	A2	X SIGNED OFF	11/30/2015	0019112 RA	KRESHTOO		NOT APPLICABLE	" 
		
			 HEREWITH FILE PLANS TO RENOVATE APT. 3. WORK TO INCLUDE  PARTITION WORK AN
		  
		
			 Work on Floor(s): 003
"
1059140	492 MANHATTAN AVENUE MANHATTAN	09/27/1996	100338653	02	A1	P APPROVED	10/08/1996	0011052 RA	GERSTENF		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CLR                      01  thru 05
"
1059140	492 MANHATTAN AVENUE MANHATTAN	10/23/1991	100338653	01	A1	X SIGNED OFF	03/12/1997	0011052 RA	GERSTENF		NOT APPLICABLE	" 
		
			 COMPLETE INTERIOR RENOVATIONS INCLUDING NEW ROOFING, NEW WINDOWS, NEW
		"
1059373	400 WEST  128 STREET MANHATTAN	12/07/2017	123264975	01	A2	R PERMIT-ENTIRE	12/15/2017	0044575 PE	LANGER		NOT APPLICABLE	" 
		
			 INSTALL NEW GAS SERVICE TO EXISTING BOILER AT CELLAR FLOOR. NO CHANGE IN
		  
		
			 Work on Floor(s): CEL
"
1059373	400 WEST  128 STREET MANHATTAN	08/04/2017	123104951	01	A2	R PERMIT-ENTIRE	08/15/2017	0078495 PE	MAK		NOT APPLICABLE	" 
		
			 GENERAL CONSTRUCTION TO RENOVATE APT# 13A AT 1ST AND 33A AT 3RD FLOOR. WOR
		  
		
			 Work on Floor(s): 1ST,3RD
"
1059373	400 WEST  128 STREET MANHATTAN	07/06/2017	123324740	01	A2	Q PERMIT-PARTIAL	07/10/2017	0078495 PE	MAK		NOT APPLICABLE	" 
		
			 GENERAL CONSTRUCTION TO RENOVATE APT# 55A AT 5TH FLOOR. WORK WILL INCLUDE
		  
		
			 Work on Floor(s): 5TH
"
1059373	400 WEST  128 STREET MANHATTAN	05/18/2017	123028188	02	A2	P APPROVED	05/23/2017		MAK		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 2ND
"
1059373	400 WEST  128 STREET MANHATTAN	02/23/2017	123028188	01	A2	R PERMIT-ENTIRE	05/08/2017	0078495 PE	MAK		NOT APPLICABLE	" 
		
			 GENERAL CONSTRUCTION TO RENOVATE APT# 24A AT 2ND FLOOR. WORK WILL INCLUDE
		  
		
			 Work on Floor(s): 2ND
"
1059373	400 WEST  128 STREET MANHATTAN	06/08/2016	122796108	01	A2	R PERMIT-ENTIRE	06/27/2016	0081186 PE	BILLAH		NOT APPLICABLE	" 
		
			 GENERAL CONSTRUCTION TO RENOVATE APT# 9A AT CELLAR FLOOR. WORK WILL INCLUD
		  
		
			 Work on Floor(s): CEL
"
1059373	400 WEST  128 STREET MANHATTAN	05/23/2016	122785030	01	A2	R PERMIT-ENTIRE	06/16/2016	0081186 PE	BILLAH		NOT APPLICABLE	" 
		
			 GENERAL CONSTRUCTION TO RENOVATE APT# 12A AT 1ST FLOOR . WORK WILL INCLUDE
		  
		
			 Work on Floor(s): 1ST
"
1059373	400 WEST  128 STREET MANHATTAN	04/26/2016	140485981	01	A2	P APPROVED	05/04/2016	0081186 PE	BILLAH		NOT APPLICABLE	" 
		
			 JOB WITHDRAWN 09/03/2016 GENERAL CONSTRUCTION TO RENOVATE APT# 9A AT CELLA
		  
		
			 Work on Floor(s): CEL,1ST
"
1059373	400 WEST  128 STREET MANHATTAN	12/09/2015	122202400	02	A2	P APPROVED	12/15/2015		HOQUE		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 1ST
"
1059373	400 WEST  128 STREET MANHATTAN	11/10/2015	122375928	02	A2	P APPROVED	11/16/2015		ALI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 1ST,2ND
"
1059373	400 WEST  128 STREET MANHATTAN	11/10/2015	122330600	04	A2	P APPROVED	11/16/2015		ALI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 4TH,5TH
"
1059373	400 WEST  128 STREET MANHATTAN	06/16/2015	122330600	03	A2	P APPROVED	06/26/2015		ALI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 4TH,5TH
"
1059373	400 WEST  128 STREET MANHATTAN	05/15/2015	122330600	02	A2	P APPROVED	06/09/2015		ALI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 4TH,5TH
"
1059373	400 WEST  128 STREET MANHATTAN	04/21/2015	122375928	01	A2	X SIGNED OFF	01/04/2016	0084178 PE	ALI		NOT APPLICABLE	" 
		
			 GENERAL CONSTRUCTION TO RENOVATE APT 10A & 20A ON 1ST & 2ND FLOOR. WORK WI
		  
		
			 Work on Floor(s): 1ST,2ND
"
1059373	400 WEST  128 STREET MANHATTAN	03/06/2015	122330600	01	A2	X SIGNED OFF	01/15/2016	0084178 PE	ALI		NOT APPLICABLE	" 
		
			 INSTALL NEW HOT, COLD WATER PIPING, NEW DRAIN STACK, VENT & MECHANICAL BAT
		  
		
			 Work on Floor(s): 4TH,5TH
"
1059373	400 WEST  128 STREET MANHATTAN	12/19/2014	122225911	01	A2	X SIGNED OFF	06/04/2015	0083278 PE	HOQUE		NOT APPLICABLE	" 
		
			 GENERAL CONSTRUCTION TO RENOVATE APT 41A TO INCLUDE NEW PARTITION & PLUMBI
		  
		
			 Work on Floor(s): 4TH
"
1059373	400 WEST  128 STREET MANHATTAN	12/11/2014	122219679	01	A2	X SIGNED OFF	06/04/2015	0083278 PE	HOQUE		NOT APPLICABLE	" 
		
			 GENERAL CONSTRUCTION TO RENOVATE APT 52A TO INCLUDE NEW PARTITION & PLUMBI
		  
		
			 Work on Floor(s): 5TH
"
1059373	400 WEST  128 STREET MANHATTAN	11/20/2014	122202400	01	A2	X SIGNED OFF	04/25/2016	0083278 PE	HOQUE		NOT APPLICABLE	" 
		
			 GENERAL CONSTRUCTION TO RENOVATE APT 11A TO INCLUDE NEW PARTITION & FINISH
		  
		
			 Work on Floor(s): 1ST
"
1059373	400 WEST  128 STREET MANHATTAN	10/21/2014	122172479	01	A2	X SIGNED OFF	11/04/2015	0083278 PE	HOQUE		NOT APPLICABLE	" 
		
			 GENERAL CONSTRUCTION TO RENOVATE APT 15A TO INCLUDE NEW PARTITION & FINISH
		  
		
			 Work on Floor(s): 1ST
"
1059373	400 WEST  128 STREET MANHATTAN	01/17/2014	121900336	01	A2	X SIGNED OFF	02/11/2015	0084178 PE	ALI		NOT APPLICABLE	" 
		
			 GENERAL CONSTRUCTION TO INCLUDE NEW PARTITION, REPLACE PLUMBING FIXTURES.
		  
		
			 Work on Floor(s): 4TH
"
1059373	400 WEST  128 STREET MANHATTAN	09/25/2013	121783711	01	A2	R PERMIT-ENTIRE	07/25/2016	0018233 RA	GUTHARTZ		NOT APPLICABLE	" 
		
			 REPLACE BURNER IN EXISTING BOILER. INSTALL BOILER USED TO MAKE DOMESTIC HO
		  
		
			 Work on Floor(s): CEL
"
1059373	400 WEST  128 STREET MANHATTAN	08/19/2013	121753806	01	A2	X SIGNED OFF	09/26/2014	0083278 PE	HOQUE		NOT APPLICABLE	" 
		
			 GENERAL CONSTRUCTION TO INCLUDE NEW PARTITION, REPLACE PLUMBING FIXTURES.
		  
		
			 Work on Floor(s): 3RD
"
1059373	400 WEST  128 STREET MANHATTAN	02/14/2013	121535428	01	A2	X SIGNED OFF	06/12/2013	0084178 PE	ALI		NOT APPLICABLE	" 
		
			 GENERAL CONSTRUCTION TO INCLUDE NEW PARTITION. NO CHANGE IN USE, EGRESS OR
		  
		
			 Work on Floor(s): 2ND,3RD,5TH
"
1059373	400 WEST  128 STREET MANHATTAN	11/23/2012	121350894	02	A2	P APPROVED	02/13/2013		ALI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 4TH
"
1059373	400 WEST  128 STREET MANHATTAN	08/20/2012	121350929	01	A2	X SIGNED OFF	02/25/2013	0084178 PE	ALI		NOT APPLICABLE	" 
		
			 GENERAL CONSTRUCTION TO INCLUDE NEW PARTITION, REPLACE PLUMBING FIXTURES W
		  
		
			 Work on Floor(s): 2ND,5TH
"
